text,intent,response,language,channel,source
top up limit for account in ipoh malaysia using duitnow qr cepat case 72,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit ipoh, check funding route health before retrying top-up. In malaysia, duitnow activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit ipoh malaysia; city=unspecified city; rail=duitnow; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with gcash in manila philippines via merchant terminal po,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet gcash, confirm wallet balance update after settlement. In philippines, gcash activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet gcash manila; city=unspecified city; rail=gcash; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in delhi india after adding 55 inr please,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, confirm wallet balance update after settlement. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending delhi; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in da nang vietnam using qr transfer cam on case 75,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit nang, check funding route health before retrying top-up. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit nang vietnam; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with qris in yogyakarta indonesia via agent outlet tolong,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet qris, verify top-up source, limits, and confirmation status. In indonesia, qris activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet qris yogyakarta; city=unspecified city; rail=qris; channel=agent outlet; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
wallet top up pending in phnom penh cambodia after adding 70 riel ban te,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, confirm wallet balance update after settlement. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending phnom; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=ban te.",en,mobile,asia_research_qa2016
top up limit for account in chiang mai thailand using thai qr rai case 78,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit chiang, check funding route health before retrying top-up. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit chiang mai; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with paynow in tampines singapore via mobile app steady,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet paynow, check funding route health before retrying top-up. In singapore, paynow activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet paynow tampines; city=unspecified city; rail=paynow; channel=mobile app; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in ipoh malaysia after adding 95 myr cepat,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, confirm wallet balance update after settlement. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending ipoh; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in manila philippines using instapay po case 81,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit manila, review pending top-up timeline and network confirmation. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit manila philippines; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with upi in delhi india via qr scanner please,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet upi, confirm wallet balance update after settlement. In india, upi activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet upi delhi; city=unspecified city; rail=upi; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in da nang vietnam after adding 120 vnd cam on,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, review pending top-up timeline and network confirmation. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending nang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in yogyakarta indonesia using bank transfer tolong case 84,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit yogyakarta, review pending top-up timeline and network confirmation. In indonesia, bank transfer activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit yogyakarta indonesia; city=unspecified city; rail=bank transfer; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
how to top up wallet with khqr in phnom penh cambodia via web banking nis,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet khqr, check funding route health before retrying top-up. In phnom penh, khqr activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet khqr phnom; city=phnom penh; rail=khqr; channel=web banking; time=standard time; local_tone=nis.",en,mobile,asia_research_qa2016
wallet top up pending in chiang mai thailand after adding 180 baht rai,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, confirm wallet balance update after settlement. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending chiang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in tampines singapore using fast steady case 87,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit tampines, check funding route health before retrying top-up. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit tampines singapore; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with duitnow in ipoh malaysia via merchant terminal cepat,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet duitnow, confirm wallet balance update after settlement. In malaysia, duitnow activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet duitnow ipoh; city=unspecified city; rail=duitnow; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in manila philippines after adding 250 php po,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, check funding route health before retrying top-up. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending manila; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in delhi india using rupay upi please case 90,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit delhi, confirm wallet balance update after settlement. In india, upi activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit delhi india; city=unspecified city; rail=upi; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with bank transfer in da nang vietnam via agent outlet cam on,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet bank, check funding route health before retrying top-up. In vietnam, bank transfer activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet bank transfer; city=unspecified city; rail=bank transfer; channel=agent outlet; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in yogyakarta indonesia after adding 400 idr tolong,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, verify top-up source, limits, and confirmation status. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending yogyakarta; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
top up limit for account in phnom penh cambodia using bakong knyom,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit phnom, confirm wallet balance update after settlement. In phnom penh, bakong activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit phnom penh; city=phnom penh; rail=bakong; channel=default channel; time=standard time; local_tone=knyom.",en,mobile,asia_research_qa2016
how to top up wallet with promptpay in chiang mai thailand via mobile app rai,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet promptpay, confirm wallet balance update after settlement. In thailand, promptpay activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet promptpay chiang; city=unspecified city; rail=promptpay; channel=mobile app; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in tampines singapore after adding 15 sgd steady,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, review pending top-up timeline and network confirmation. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending tampines; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in ipoh malaysia using duitnow qr cepat case 96,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit ipoh, check funding route health before retrying top-up. In malaysia, duitnow activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit ipoh malaysia; city=unspecified city; rail=duitnow; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with gcash in manila philippines via qr scanner po,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet gcash, confirm wallet balance update after settlement. In philippines, gcash activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet gcash manila; city=unspecified city; rail=gcash; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in delhi india after adding 25 inr please,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, review pending top-up timeline and network confirmation. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending delhi; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in da nang vietnam using qr transfer cam on case 99,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit nang, review pending top-up timeline and network confirmation. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit nang vietnam; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with qris in yogyakarta indonesia via web banking tolong,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet qris, check funding route health before retrying top-up. In indonesia, qris activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet qris yogyakarta; city=unspecified city; rail=qris; channel=web banking; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
wallet top up pending in phnom penh cambodia after adding 40 riel som help,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, confirm wallet balance update after settlement. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending phnom; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=som help.",en,mobile,asia_research_qa2016
top up limit for account in chiang mai thailand using thai qr rai case 102,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit chiang, review pending top-up timeline and network confirmation. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit chiang mai; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with paynow in tampines singapore via merchant terminal steady,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet paynow, verify top-up source, limits, and confirmation status. In singapore, paynow activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet paynow tampines; city=unspecified city; rail=paynow; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in ipoh malaysia after adding 55 myr cepat,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, check funding route health before retrying top-up. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending ipoh; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in manila philippines using instapay po case 105,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit manila, check funding route health before retrying top-up. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit manila philippines; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with upi in delhi india via agent outlet please,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet upi, verify top-up source, limits, and confirmation status. In india, upi activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet upi delhi; city=unspecified city; rail=upi; channel=agent outlet; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in da nang vietnam after adding 70 vnd cam on,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, verify top-up source, limits, and confirmation status. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending nang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in yogyakarta indonesia using bank transfer tolong case 108,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit yogyakarta, review pending top-up timeline and network confirmation. In indonesia, bank transfer activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit yogyakarta indonesia; city=unspecified city; rail=bank transfer; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
how to top up wallet with acleda in phnom penh cambodia via mobile app ot ban,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet acleda, verify top-up source, limits, and confirmation status. In phnom penh, acleda activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet acleda phnom; city=phnom penh; rail=acleda; channel=mobile app; time=standard time; local_tone=ot ban.",en,mobile,asia_research_qa2016
wallet top up pending in chiang mai thailand after adding 95 baht rai,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, check funding route health before retrying top-up. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending chiang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in tampines singapore using fast steady case 111,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit tampines, review pending top-up timeline and network confirmation. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit tampines singapore; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with duitnow in ipoh malaysia via qr scanner cepat,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet duitnow, verify top-up source, limits, and confirmation status. In malaysia, duitnow activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet duitnow ipoh; city=unspecified city; rail=duitnow; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in manila philippines after adding 120 php po,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, confirm wallet balance update after settlement. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending manila; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in delhi india using rupay upi please case 114,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit delhi, confirm wallet balance update after settlement. In india, upi activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit delhi india; city=unspecified city; rail=upi; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with bank transfer in da nang vietnam via web banking cam on,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet bank, review pending top-up timeline and network confirmation. In vietnam, bank transfer activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet bank transfer; city=unspecified city; rail=bank transfer; channel=web banking; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in yogyakarta indonesia after adding 180 idr tolong,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, review pending top-up timeline and network confirmation. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending yogyakarta; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
top up limit for account in phnom penh cambodia using wing ban te,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit phnom, review pending top-up timeline and network confirmation. In phnom penh, wing activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit phnom penh; city=phnom penh; rail=wing; channel=default channel; time=standard time; local_tone=ban te.",en,mobile,asia_research_qa2016
how to top up wallet with promptpay in chiang mai thailand via merchant terminal rai,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet promptpay, confirm wallet balance update after settlement. In thailand, promptpay activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet promptpay chiang; city=unspecified city; rail=promptpay; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in tampines singapore after adding 250 sgd steady,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, check funding route health before retrying top-up. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending tampines; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in ipoh malaysia using duitnow qr cepat case 120,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit ipoh, review pending top-up timeline and network confirmation. In malaysia, duitnow activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit ipoh malaysia; city=unspecified city; rail=duitnow; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with gcash in manila philippines via agent outlet po case 121,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet gcash, review pending top-up timeline and network confirmation. In philippines, gcash activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet gcash manila; city=unspecified city; rail=gcash; channel=agent outlet; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in delhi india after adding 400 inr please case 122,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, review pending top-up timeline and network confirmation. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending delhi; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in da nang vietnam using qr transfer cam on case 123,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit nang, check funding route health before retrying top-up. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit nang vietnam; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with qris in yogyakarta indonesia via mobile app tolong case 124,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet qris, verify top-up source, limits, and confirmation status. In indonesia, qris activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet qris yogyakarta; city=unspecified city; rail=qris; channel=mobile app; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
wallet top up pending in phnom penh cambodia after adding 15 riel nis case 125,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, check funding route health before retrying top-up. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending phnom; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=nis.",en,mobile,asia_research_qa2016
top up limit for account in chiang mai thailand using thai qr rai case 126,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit chiang, check funding route health before retrying top-up. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit chiang mai; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to top up wallet with paynow in tampines singapore via qr scanner steady case 127,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top wallet paynow, review pending top-up timeline and network confirmation. In singapore, paynow activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top wallet paynow tampines; city=unspecified city; rail=paynow; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
wallet top up pending in ipoh malaysia after adding 25 myr cepat case 128,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For wallet top pending, verify top-up source, limits, and confirmation status. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=wallet top pending ipoh; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
top up limit for account in manila philippines using instapay po case 129,wallet_topup,"Top up your wallet using supported sources and verify funding limits first. Pending top-ups normally resolve after network or partner confirmation. For top limit manila, check funding route health before retrying top-up. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=top limit manila philippines; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
