text,label,intent,response,sub_intent
If my identy verifacation hasn't gone through can I use my account?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
I would like to activate my card what do I need to do?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
How much will I be charged for a cross-currency exchange?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
What's the maximum amount I can top up my card with please?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
I would like to transfer money from my checking account to my savings account.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
where is this money from,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
"I made a transfer and the receiver said an amount was received, but less than the right amount. I now have to transfer more to get the remainder to the receiver. Can you tell me about this. What's been going on?",64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
After making a transfer from a UK account it's not showing up. How long do these transfers normally take for you? I want to be certain everything is all right.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
What is the exchange fee that is charged?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
My card payment was not successful.,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
For some reason my card payment hasn't worked. what can I do to look into that?,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
I think someone has hacked my card!,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I am still waiting for a money transfer to appear.,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
My transfer failed.  Help!,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
I have an unusual payment in my statement,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
what are weekend rates for getting cash,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
How long until the transfer is reflected on my account balance?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
I'd like to transfer funds using my credit card.,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
I used my card to top-up but the money is gone!,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
What does it mean to have a pending cash withdrawal?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
My card couldn't pay in a shop.,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
am suspicious of my card's security,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Why is the fee for taking money out so high?  I feel I was overcharged and I would have never used this ATM if I would have known ahead of time.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
Which foreign currencies can I get transferred into my account?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
The exchange rate for case abroad is applied wrong.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
"For the identity check, what kind of documents do I need to have?",69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
What documents are required for proof of identity?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
I tried to transfer funds to a beneficiary and was denied. Can you tell me why?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
How do I activate a card?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
Why did I only get $20 now the full amount I wanted?,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
The app is saying I made a withdrawl but I didn't.,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
I made a bank transfer and the balance hasn't updated yet.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
I am reluctant to use ATMs international because I don't get an accurate exchange rate,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
"My transfer did not work, what was the reason?",35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
How do I find out where my funds came from?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
What's the problem? My card keeps getting declined for top up. I need to know what is going on.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Do I need to pay more for exchanging currencies?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
A transfer to my account was denied.,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
How can I receive my salary in another currency?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
"One of my card payments, I don't recognise the name of the merchant.",16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
Why am I unable to verify my id?,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
How much can I top up in a day?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
Why hasn't my withdrawal shown on my statement?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
"I've made a transfer, how long until the money reaches my account?",67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
Where's my top up code?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
I need a transaction reversed from my account.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
Why is my transfer pending?,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
Why hasn't my transfer gone through,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
"If my cash withdrawal is still not showing, is something wrong?",46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
What do you do to transfer money to my account?,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
what documents do i need to verify who i am,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
What do I do to unblock my PIN?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
what is the cost for exchanging currencies?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
My money transfer has not yet occurred,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
"I had a problem with my card payment, can you help?",25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
How can I change my PIN without going to the bank?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Why didn't my transfer to a beneficiary go through?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
"If I wanted to change my PIN, how would I do that?",21,card_issue,Use card settings to securely change your card PIN.,change_pin
I was charged twice on my ABA card,994,fraud_report,Review the duplicate ABA charge and contact support if the second charge does not reverse.,transaction_charged_twice
Are there any discounts for frequent currency exchanges?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
Can you tell me how to tell where my funds come from?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
How long does it take to verify a person's identity?,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
"My transfer failed, why?",35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
How do I make sure my transfer isn't goin to an unsupported merchant?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
who charged my card,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening .,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
What are the charges if I exchange foreign currency?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
I believe my top up is still pending,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
I cant prove who I am,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
I couldn't pay with card in a shop,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
How long do bank transfers take to clear,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Why is the exchange rate wrong for my cash withdrawal?,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
There are transactions that I don't recognize. What do I do if I think someone is using my card?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I noticed that there is a withdrawal in the app that is not mine.,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
I need to cancel a transfer I made.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
Card activation steps,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
What steps should I take before my card expires?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
How do I prove I am who I am?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
I have an account that is empty of funds. Can I transfer some from another bank?,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
Why is there an identity check?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
"My card is about to expire, what do I do?",9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
What can I use to verify my identity?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Are there any top-up limits involved?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
"When I withdrew my money, why was there an extra charge?",19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
Why did it cost money to transfer funds?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
I've lost my card. What can I do about that?,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
I added funds to my account but the app didn't process it.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
am afraid someone may have gained access to the info on my card.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
"If I need to transfer something quick from China, how long does that take?",67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
My account says I have a pending transfer.,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
"Hi, would you please activate my card?",0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
What is the first step I need to make for being able to access my account?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
I found a transfer fee - is that correct?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
What is needed for the identity verification?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Is there a reason why my card was declined when I attempted to withdraw money?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"How long do EU transfers actually take? I recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.",48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
What are the currency exchange fees?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
Tell me how to top up my account using bank transfer.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
What is the most that I can top-up to a card?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
I need my card frozen cause it was used without my consent to take money out. It was in an odd place.,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
Can I change my PIN without going to a bank?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
What can I do to make my physical card work?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
How do I make my top up complete?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
"After inputting the wrong pin too many times, can you now help me unblock my pin?",49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
Questionable transactions on my account.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
A percentage fee was charged to my withdrawal.,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
Why hasn't the money I transferred into my account shown up yet?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Why isn't my card working anymore?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
Is there a number to call to get my pin unblocked?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
I got cash abroad and need to check the exchange rate,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
How long before transferred money shows up?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
I think I have an extra transfer charge.,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
Can I change my PIN without being physically present?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
I entered my pin wrong  too many times.,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
What steps do I have to take to activate my card?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
I'm having a hard time proving my identity.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
I would like to cancel a transfer...is this possible?,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
Please check and let me know why my transfers are getting declined.,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Any extra charges for exchanging currencies?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
My top-up hasn't happened yet.,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
Can I already use my account although the identity verification has not passed yet?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
Is there a reason why top-up needs verifying?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
"i put in money for vacation and its not showing. i need that money today, how long will it take",48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
I'm not sure how to provide my identity.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
What do I need to do to verify my funds?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Do I need to convert my currency from GBP before transferring?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
How do I stop fraud to my card?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I need to move money from another bank to this account.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
For some reason my card payment didn't work,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
I'm checking the app and I see a payment that's not mine.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
Why hasn't the transaction I did to my friend arrive yet?,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
My credit card was declined for top-up. Can you see if there is enough funds in my account?,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Can I keep using my card after it expires?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
There is a strange card payment I don't recognise.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
I lost track of my card,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
I can't withdraw money,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
Why did I only get $20 when I asked for $100?,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Is identity verification required for me to use my account?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
Why did my top-up fail?,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Can you tell me why my top-up failed?,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
There are two of the same charge on my statement.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
How do I go about ordering a new bank card?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Why didn't I receive all the cash I requested?,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
I can't find my card! Can you help?,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
How do I take a block off my card?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
I just checked my account on the App and there is a payment on there that I did not make.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
What are the time frames for the money to be available in my account?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
I am unable to prove my identity,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
What documents do I need to validate my identity?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Where is my last money transaction,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
I was unable to transfer money from my account.,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
I CAN NOT FIND THE TOP-UP VERIFICATION CODE.,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
I tried to pay with my card and it didn't work,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
My top-up was rejected,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
I noticed a charge for a transfer.  Why is this?  Is it because I did an international transfer?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
I was denied cash at an ATM,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"I was doing a transfer and received a ""decline"" message.",27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Where is the verification code display?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"I have used all my PIN tries, what now?",49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
I can't see a transfer to my account I made.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
why are all my identity details required,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
Why was I charged for cash withdrawal?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
My top-up is taking a while to process!,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
The app says I made a cash withdrawal that I didn't make,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
What went wrong when I tried to do my transfer?,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
"Everything seems fine with my account, so why did it decline my payment?",25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
There is a payment with my card which i definitely did not make by me .Never seen that it before.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
Would I need to pay extra for currency exchanges?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
I have double-checked all of my recipient details but for some reason all of my transfers keep getting declined. I have no clue as to why.,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
I need to know where this charge is coming from?,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
why has a cash withdrawal charged me?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I need to verify my funds.,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Help me unblock my account.  I entered the PIN wrong too many times.,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
My withdrawal from the ATM was cancelled.,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
I want to top up by card,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
What kind of costs are involved for exchanging currency?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
Why do you need my name and ID,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
"Hello, can you please inform me about international transfers? I am expecting a transfer I made from France two days ago and would like to know when it will arrive.",5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Can I change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Is my account accessible even though my verification of my identity has not passed yet?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
I want to transfer money using my credit card.,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
Why did my transfer get declined?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Can I tell if my top off didn't work?  It doesn't seem to have.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Someone used my card without my permission.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I can still see money in my account after making a payment,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Help! I think someone has made a cash withdrawal with my card!,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
Am I able to use my account if the identity verification is not complete?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
Where can i find my top-up verification code?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
The exchange rate was wrong?,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
Why am I being charged certain fees? I noticed a fee after I withdrew some money for groceries earlier today.,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
My card is about to expire. What do I need to do to keep using my card?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
How can I cancel this transaction?,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
How do I activate my card so I can start using it?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"I can't be sure, but I think that someone may be using my card.",22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Can I change my PIN remotely?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
Is there a charge for exchanging foreign currency?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
I tried activating my card and it didn't work,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
How long will my transfer stay pending?,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
What are all of the different steps for identity checks?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
I have been trying to make a transfer and it won't go through. I have checked all the receipts and its all correct but still won't let me do it.,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
My card data has been exposed.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
What is the strange cash withdrawal on my statement?,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
What do I need to do to receive my payroll in the account?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
How long does it take to make an urgent transfer from China?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
How long do European transfers take?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
How do I initiated a bank transfer to top up?,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
What fee will be charged for exchanges?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
I don't understand why I was charged extra for withdrawing money?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
What is the process for activating my card and using it?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
I didn't make these transactions. Is someone else using my card?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Where did my top-up go? I can't find it in my wallet,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
I don't think that my top-up worked.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
What should I do if I think someone stole my details and used my information to make some transactions?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I tried to buy something online yesterday and got a message saying declined. I tried again today and got the same message. What's the problem?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Do you charge a fee on currency exchange?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
with what can I verify my identity?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Is there a maximum for top-ups?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
Why was my cash withdrawal declined by the ATM?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"I want to get a new card before my current one expires, how much will it cost me and how long will it take to get here.",9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
What documentation is needed for the identity check?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Why hasn't the transfer shown up in my account yet?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
